ID,Nome,Graduação,Tamanho,Tipo de Proteção,Localidade,Montanha,Número de Proteções,Conquistadores,Data da Conquista,Clube,Descrição
1738631675534,Cachoeira do Além,Graduação: V E1,Tamanho: 10 metros,Tipo de Proteção: Via,"Localidade: Centro, Itamonte / MG - BRASIL (Ver no Google)",Montanha: Pedra do Pedro,Número de Proteções: 2,Conquistadores: Pedro Bugim e Aline Garcia,Data da Conquista: 26/02/2006,Clube: Centro Excursionista Brasileiro,"Descrição: Via localizada em um bloco de pedra ao lado da estrada, batizado de ""Pedra do Pedro"". Segue uma óbvia linha com um fissura no meio, protegida por stoppers."
1738631676595,Lakascaem,Graduação: V E1,Tamanho: 10 metros,Tipo de Proteção: Via,"Localidade: Centro, Itamonte / MG - BRASIL (Ver no Google)",Montanha: Pedra do Pedro,Número de Proteções: 3,Conquistadores: Pedro Bugim e Aline Garcia,Data da Conquista: 27/02/2006,Clube: Centro Excursionista Brasileiro,Descrição: Via curta e técnica
1738631677720,Os Sete Cães do Apocalipse,Graduação: 5° VIIb A2 D1 E2,Tamanho: 60 metros,Tipo de Proteção: Via,"Localidade: Itamonte, Itamonte / RJ - BRASIL (Ver no Google)",Montanha: Pedra do Picu,Número de Proteções: 3,"Conquistadores: Pedro Bugim, Antonio Dias e Ernane ""Tufo"" Wermelinger",Data da Conquista: 01/03/2006,Clube: Centro Excursionista Brasileiro,"Descrição: Via que se inicia ao lado direita da via do Naval, seguindo por óbvias fissuras diagonais e horizontais para a direita, até atingir a chaminé da via de conquista da montanha."
1738631678847,Se a Onda Levasse,Graduação: V E2,Tamanho: 10 metros,Tipo de Proteção: Via,"Localidade: Itacoatiara, Niterói / RJ - BRASIL (Ver no Google)",Montanha: Enseada do Bananal,Número de Proteções: 0,Conquistadores: Pedro Bugim e Egito,Data da Conquista: 12/03/2006,Clube: Centro Excursionista Brasileiro,"Descrição: Via totalmente em móvel, levemente negativa, em um bloco pouco após a enseada do Bananal."
1738631679941,Radiação Solar,Graduação: VIIa E1,Tamanho: 10 metros,Tipo de Proteção: Via,"Localidade: Itacoatiara, Niterói / RJ - BRASIL (Ver no Google)",Montanha: Enseada do Bananal,Número de Proteções: 3,Conquistadores: Pedro Bugim e Leandro Godoy,Data da Conquista: 12/03/2006,Clube: Centro Excursionista Brasileiro,Descrição: Via curta e bastante técnica
1738631681181,Tô Cansado de Ser Enganado,Graduação: 5° VIIa A0 D1 E2,Tamanho: 50 metros,Tipo de Proteção: Via,"Localidade: Monsuaba, Angra dos Reis / RJ - BRASIL (Ver no Google)",Montanha: Pedreira de Monsuaba,Número de Proteções: 4,Conquistadores: Pedro Bugim e Aline Garcia,Data da Conquista: 25/03/2006,Clube: Centro Excursionista Brasileiro,"Descrição: Via que segue da base até o topo por uma óbvia fissura, com uma chaminé em sua metade. Parada final em árvore. É possível descer por trilha."
1738631682553,Irmandade Felina,Graduação: III E2,Tamanho: 40 metros,Tipo de Proteção: Variante,"Localidade: Itaipu, Niterói / RJ - BRASIL (Ver no Google)",Montanha: Parede Dona Encrenca,Número de Proteções: 3,Conquistadores: Pedro Bugim e Leandro Godoy,Data da Conquista: 01/04/2006,Clube: Centro Excursionista Brasileiro,"Descrição: Variante da via ""Fogo do Inferno"", que segue pela direita da via original, evitando boa parte do mar de bromélias que alí existe. Atualmente este variante encontra-se DESATIVADA!"
1738631683635,Antonio Dias,Graduação: IV sup E1,Tamanho: 25 metros,Tipo de Proteção: Via,"Localidade: Alto da Boa Vista, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Corcovado,Número de Proteções: 6,"Conquistadores: Pedro Bugim, Paulo Baldner e Frederico",Data da Conquista: 23/04/2006,Clube: Centro Excursionista Brasileiro,"Descrição: Primeira via conquistada neste setor, sendo também uma das mais simples de se guiar."
1738631684831,Francesco Berardi,Graduação: IV sup E1/E2,Tamanho: 25 metros,Tipo de Proteção: Via,"Localidade: Alto da Boa Vista, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Corcovado,Número de Proteções: 4,"Conquistadores: Pedro Bugim, Leandro Godoy e Frederico",Data da Conquista: 29/04/2006,Clube: Centro Excursionista Brasileiro,"Descrição: Via em diagonal, iniciando junto à Antonio Dias e seguindo para a esquerda"
1738631685999,Mauro Maciel,Graduação: VI E2,Tamanho: 25 metros,Tipo de Proteção: Via,"Localidade: RJ, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Corcovado,Número de Proteções: 4,Conquistadores: Pedro Bugim,Data da Conquista: 29/04/2006,Clube: Centro Excursionista Brasileiro,"Descrição: Via conquistada em solitário, na extrema esquerda do setor, que segue por algumas boas fendas protegidas em friends médios."
1738631687027,João Sérgio,Graduação: VIIa E1,Tamanho: 30 metros,Tipo de Proteção: Via,"Localidade: Alto da Boa Vista, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Corcovado,Número de Proteções: 11,"Conquistadores: Pedro Bugim, Leandro Godoy e Frederico",Data da Conquista: 20/05/2006,Clube: Centro Excursionista Brasileiro,"Descrição: Belíssima e desafiadora via, bem no centro da parede, toda em proteção fixa. Inicia em lances de oposição e segue em micro agarras e aderência até o topo."
1738631688157,Egito,Graduação: IV E1/E2,Tamanho: 30 metros,Tipo de Proteção: Via,"Localidade: Alto da Boa Vista, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Corcovado,Número de Proteções: 7,Conquistadores: Pedro Bugim e Leandro Godoy,Data da Conquista: 21/05/2006,Clube: Centro Excursionista Brasileiro,"Descrição: Via mais tranquila do setor, localizada na sua extrema direita, feita em agarras e aderência."
1738631689568,Antonio Carlos Wally,Graduação: VIIc E1,Tamanho: 30 metros,Tipo de Proteção: Via,"Localidade: Alto da Boa Vista, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Corcovado,Número de Proteções: 9,Conquistadores: Pedro Bugim e Leandro Godoy,Data da Conquista: 10/06/2006,Clube: Centro Excursionista Brasileiro,"Descrição: Uma das vias mais bonitas do setor, apesar de sua alta dificuldade técnica."
1738631690979,Fogo do Inferno,Graduação: 3° IV sup D2 E2,Tamanho: 235 metros,Tipo de Proteção: Paredão,"Localidade: Bairro Peixoto, Niterói / RJ - BRASIL (Ver no Google)",Montanha: Parede Dona Encrenca,Número de Proteções: 24,"Conquistadores: Pedro Bugim, Leandro Godoy e Luiz Vulcanis",Data da Conquista: 11/06/2006,Clube: Centro Excursionista Brasileiro,"Descrição: Primeira via a ser conquistada na parede. Sua primeira metade é caracterizada pela grande quantidade de bromélias e cactus. Sua segunda metade segue por terreno limpo, em lances bastante interessantes até o cume da montanha. Esta via encontra-se DESATIVADA!"
1738631692027,Zé Maria,Graduação: VI A1 E1,Tamanho: 30 metros,Tipo de Proteção: Via,"Localidade: Alto da Boa Vista, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Corcovado,Número de Proteções: 11,"Conquistadores: Pedro Bugim, Luiz Vulcanis, Leonardo Campos e Leandro Godoy",Data da Conquista: 17/06/2006,Clube: Centro Excursionista Brasileiro,Descrição: Possui uma primeira metade forte e bem interessante. Sua segunda metade possui um lance em artificial para então finalizar em aderência.
1738631693101,Chuva de Guias,Graduação: 2° V sup D2 E2,Tamanho: 285 metros,Tipo de Proteção: Paredão,"Localidade: Bairro Peixoto, Niterói / RJ - BRASIL (Ver no Google)",Montanha: Parede Dona Encrenca,Número de Proteções: 30,"Conquistadores: Pedro Bugim, Antonio Dias, Alexis Robalinho, Ana Xavier, Fernando Borges, Flávio Negrão, Horácio Ragucci, Jorgina, Leandro Godoy, Leonardo Campos, Tamura, Rodrigo Taveira, Zé Carlos e Luiz Vulcanis",Data da Conquista: 09/07/2006,Clube: Centro Excursionista Brasileiro,Descrição: Via conquistada durante um dos cursos de guia do CEB (por isso o nome e a quantidade de conquistadores). Segue sempre por terreno com pouca inclinação e baixa dificuldade. Seu crux fica na enfiada final.
1738631694248,Simone Leão,Graduação: VIIIa A0 E1,Tamanho: 30 metros,Tipo de Proteção: Via,"Localidade: Alto da Boa Vista, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Corcovado,Número de Proteções: 10,Conquistadores: Pedro Bugim e Estela Vulcanis,Data da Conquista: 21/07/2006,Clube: Centro Excursionista Brasileiro,Descrição: Via mais difícil da parede.
1738631695434,Zozimar Moraes,Graduação: V A0 E1,Tamanho: 17 metros,Tipo de Proteção: Via,"Localidade: Alto da Boa Vista, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Corcovado,Número de Proteções: 4,Conquistadores: Pedro Bugim e Leandro Godoy,Data da Conquista: 12/08/2006,Clube: Centro Excursionista Brasileiro,"Descrição: Via curta, que inicia em livre e segue um pequeno trecho em artificial."
1738631696508,Um dia de Sol,Graduação: 4° VI D1 E1,Tamanho: 95 metros,Tipo de Proteção: Paredão,"Localidade: Leme, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Morro do Leme,Número de Proteções: 24,Conquistadores: Pedro Bugim e Luiz Vulcanis,Data da Conquista: 15/10/2006,Clube: Centro Excursionista Brasileiro,"Descrição: Bonita via que começa a poucos metros após o início do caminho dos pescadores, em um lance levemente negativo (crux da via), bem protegido. Segue em agarras até o topo."
1738631697612,Mudança Climática,Graduação: V E1,Tamanho: 40 metros,Tipo de Proteção: Variante,"Localidade: Leme, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Morro do Leme,Número de Proteções: 8,Conquistadores: Pedro Bugim,Data da Conquista: 29/10/2006,Clube: Centro Excursionista Brasileiro,"Descrição: Variante da ""Um dia de Sol"", evitando o crux desta, seguindo pela esquerda. Via delicada, muito interessante, em agarras e bem vertical."
1738631698754,Chaminé do Papai Noel,Graduação: A2 E1,Tamanho: 8 metros,Tipo de Proteção: Chaminé,"Localidade: Barra de Guaratiba, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Pedra da Tartaruga,Número de Proteções: 1,Conquistadores: Pedro Bugim e Antonio Dias,Data da Conquista: 15/11/2006,Clube: Centro Excursionista Brasileiro,"Descrição: Via curta que segue pelo antigo ""forno"" da casa do ""Batata"". Começa bem negativa até sair da chaminé, utilizando friends grandes. Finaliza em uma fissura bem fina, feita com pitons, peckers e rurps. Grampo no final, para rapel. Prepare-se para sair imundo por causa da fuligem na ""chaminé""."
1738631700037,Salve a Raiz,Graduação: III sup E2,Tamanho: 20 metros,Tipo de Proteção: Via,"Localidade: Urca, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Pão de Açúcar,Número de Proteções: 0,Conquistadores: Pedro Bugim e Luiz Vulcanis,Data da Conquista: 20/11/2006,Clube: Centro Excursionista Brasileiro,"Descrição: Via criada para acessar a Face Norte do Pão de Açúcar em sua parte mais baixa, após a Íbis. Segue por agarras e algumas raízes, nas quais pode-se proteger com cordeletes."
1738631701347,Estela Vulcanis,Graduação: 2° IV D1 E2,Tamanho: 160 metros,Tipo de Proteção: Paredão,"Localidade: Bairro Peixoto, Niterói / RJ - BRASIL (Ver no Google)",Montanha: Parede Dona Encrenca,Número de Proteções: 21,Conquistadores: Pedro Bugim e Luiz Vulcanis,Data da Conquista: 27/01/2007,Clube: Centro Excursionista Brasileiro,Descrição: Via em geral muito tranquila. Possui seu crux no último lance.
1738631702437,Aline Garcia,Graduação: 3° IV D2 E2,Tamanho: 245 metros,Tipo de Proteção: Paredão,"Localidade: Bairro Peixoto, Niterói / RJ - BRASIL (Ver no Google)",Montanha: Parede Dona Encrenca,Número de Proteções: 35,"Conquistadores: Pedro Bugim, Luiz Vulcanis, André Dias e Celso Alvear",Data da Conquista: 01/02/2007,Clube: Centro Excursionista Brasileiro,"Descrição: Provavelmente a via mais interessante da parede, seguindo por lances constantes, sem maiores dificuldades."
1738631703600,Um dia de Sorte,Graduação: VIIa E1,Tamanho: 30 metros,Tipo de Proteção: Via,"Localidade: Leme, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Morro do Leme,Número de Proteções: 5,Conquistadores: Pedro Bugim e Rodrigo Taveira,Data da Conquista: 18/03/2007,Clube: Centro Excursionista Brasileiro,"Descrição: Inicia no meio do caminho dos pescadores e possui seu crux logo na saída, levemente negativa."
1738631704665,Mabele Reis,Graduação: 4° IV sup D1 E2,Tamanho: 130 metros,Tipo de Proteção: Paredão,"Localidade: Bairro Peixoto, Niterói / RJ - BRASIL (Ver no Google)",Montanha: Parede Dona Encrenca,Número de Proteções: 31,"Conquistadores: Pedro Bugim, Leandro Godoy, Luiz Vulcanis, André Dias e Celso Alvear",Data da Conquista: 01/05/2007,Clube: Centro Excursionista Brasileiro,Descrição: Via mais à esquerda da parede e com maior constância na graduação. Via bastante recomendada!
1738631705836,Resta Um,Graduação: 4° VIIa D2 E2,Tamanho: 100 metros,Tipo de Proteção: Paredão,"Localidade: Itacoatiara, Niterói / RJ - BRASIL (Ver no Google)",Montanha: Morro do Tucum,Número de Proteções: 15,"Conquistadores: Pedro Bugim, Leandro Pestana, Egito, Marco Aurélio e Luiz Vulcanis",Data da Conquista: 15/07/2007,Clube: Centro Excursionista Brasileiro,"Descrição: Via conquistada inicialmente com um costão de 3º grau à esquerda, que acabou sendo desativado pouco tempo após. Hoje em dia, a subida até a base ainda pode ser feita por estes lanes, porém a exposição é alta e deve-se ""garimpar"" algumas poucas fendas para proteger em móvel. Recomenda-se subir pela ""Subida do Camaleão"", mais à direita, até a base efetiva e atual da via. Lances muito bonitos, técnicos e bem protegidos. Recomendadíssima!"
1738631706969,Serra do Mal,Graduação: VIIb E1,Tamanho: 10 metros,Tipo de Proteção: Via,"Localidade: Engenho da Rainha, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Falésia do Engenho da Raínha,Número de Proteções: 3,"Conquistadores: Pedro Bugim, André Dias e Rodrigo Taveira",Data da Conquista: 05/08/2007,Clube: Centro Excursionista Brasileiro,"Descrição: Via forte e técnica, que segue por algumas fendas horizontais e agarras."
1738631708459,Inesperado Ano Velho,Graduação: VIIb E2,Tamanho: 45 metros,Tipo de Proteção: Via,"Localidade: São Francisco Xavier, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Pedreira da Vila 477,Número de Proteções: 4,Conquistadores: Pedro Bugim e Aline Garcia,Data da Conquista: 15/12/2007,Clube: Centro Excursionista Brasileiro,"Descrição: Via localizada em uma pedreira na Vila 477, que mescla passadas em móvel e algumas proteções fixas. Um jogo de friends e stoppers."
1738631709583,Natal do Mal,Graduação: VI sup E2,Tamanho: 45 metros,Tipo de Proteção: Via,"Localidade: São Francisco Xavier, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Pedreira da Vila 477,Número de Proteções: 4,Conquistadores: Pedro Bugim e Rodrigo Teixeira,Data da Conquista: 25/12/2007,Clube: Centro Excursionista Brasileiro,Descrição: Via na direita da parede.
1738631710670,Desarmonia Tensa,Graduação: 3° IV sup D3 E4,Tamanho: 340 metros,Tipo de Proteção: Paredão,"Localidade: Itacoatiara, Niterói / RJ - BRASIL (Ver no Google)",Montanha: Morro do Tucum,Número de Proteções: 8,"Conquistadores: Pedro Bugim, Liane Leobons e Leo Nobre",Data da Conquista: 26/07/2008,Clube: Centro Excursionista Rio de Janeiro,Descrição: Via longa e bastante exposta. Algumas enfiadas possuem grampo apenas nas paradas.
1738631711898,Liga da Justiça,Graduação: A2+ D1 E2,Tamanho: 30 metros,Tipo de Proteção: Via,"Localidade: Copacabana, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Morro do Cantagalo,Número de Proteções: 1,Conquistadores: Pedro Bugim e Kika Bradford,Data da Conquista: 25/10/2008,Clube: Centro Excursionista Brasileiro,"Descrição: Segue por um óbvio sistema de fendas negativas, com proteções em friends diversos, stoppers e uma passada em cliff de buraco. Grampo ao final para rapel."
1738631713007,Kate Benedict,Graduação: V E1,Tamanho: 15 metros,Tipo de Proteção: Via,"Localidade: Cachoeira de Maquiné, Catas Altas / MG - BRASIL (Ver no Google)",Montanha: Cachoeira do Maquiné,Número de Proteções: 5,Conquistadores: Pedro Bugim e Liane Leobons,Data da Conquista: 22/02/2009,Clube: Centro Excursionista Rio de Janeiro,"Descrição: Via que inicia pouco antes da cachoeira do Maquiné, em uma falésia à esquerda. Inicia em uma pequena chaminé e segue em agarras e oposição até o final, onde há um teto que pode ser vencido pela direita (mais difícil, porém melhor protegido) ou pela esquerda (mais fácil, porém, mais exposto). Protegida em grampos e chapeletas, com a possibilidade de melhoras na proteção com stoppers ou friends (pequenos e médios), entre o primeiro grampo e a chapa que antecede o teto. Parada tripla no final, para rapel / top-rope."
1738631714170,Sereia Cagona,Graduação: 4° VI D1 E2,Tamanho: 130 metros,Tipo de Proteção: Paredão,"Localidade: Copacabana, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Ilha Cagarra,Número de Proteções: 15,"Conquistadores: Pedro Bugim, Rafael Villaça e Liane Leobons",Data da Conquista: 21/03/2009,Clube: Centro Excursionista Rio de Janeiro,"Descrição: Bonita via que inicia em uma diagonal delicada e depois segue reto até o topo. Recentemente (em 2018) começou a ser manutenida para proteções em titânio. Nesta manutenção, ganhou mais 15 metros ao seu final, com mais dois grampos."
1738631715654,Asthar Sheran,Graduação: 5° VIIa D1 E2,Tamanho: 120 metros,Tipo de Proteção: Paredão,"Localidade: Bom Jardim, Bom Jardim / RJ - BRASIL (Ver no Google)",Montanha: Pedra Aguda,Número de Proteções: 14,Conquistadores: Pedro Bugim e Liane Leobons,Data da Conquista: 18/04/2009,Clube: Centro Excursionista Brasileiro,"Descrição: Primeira e única via da face Oeste da Montanha. Inicia na trilha normal para o cume, pouco após uma corda fixada para auxiliar em um trecho mais íngreme e erodido. A via segue por uma parte relativamente suja, mas simples, até chegar em sua parte superior, com lances delicados em aderência e micro agarras. O crux é feito em passadas protegidas por micro friends. A descida pode ser feita pela trilha normal."
1738631716827,Vocês São Muito Ingênuos,Graduação: 6° VIIa D1 E1,Tamanho: 50 metros,Tipo de Proteção: Via,"Localidade: Taquara, Rio de Janeiro / RJ - BRASIL (Ver no Google)",Montanha: Falésia do Krrô,Número de Proteções: 10,Conquistadores: Pedro Bugim e Liane Leobons,Data da Conquista: 27/06/2009,Clube: Centro Excursionista Rio de Janeiro,"Descrição: Via delicada, mas bem protegida, em agarras e aderência."
